|id |titulo                                             |link_imagem|descricao                                          |id_pesquisa_produto|id_pesquisa_subcategoria|createdAt                    |updatedAt                    |
|444|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |123                     |2025-06-26 17:37:35.170 -0300|2025-06-26 17:37:35.170 -0300|
|445|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |124                     |2025-06-26 17:37:35.456 -0300|2025-06-26 17:37:35.456 -0300|
|446|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |125                     |2025-06-26 17:37:35.826 -0300|2025-06-26 17:37:35.826 -0300|
|447|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |126                     |2025-06-26 17:37:36.177 -0300|2025-06-26 17:37:36.177 -0300|
|448|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |127                     |2025-06-26 17:37:36.526 -0300|2025-06-26 17:37:36.526 -0300|
|449|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |128                     |2025-06-26 17:37:36.874 -0300|2025-06-26 17:37:36.874 -0300|
|450|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |129                     |2025-06-26 17:37:37.166 -0300|2025-06-26 17:37:37.166 -0300|
|451|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |130                     |2025-06-26 17:37:37.440 -0300|2025-06-26 17:37:37.440 -0300|
|452|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |131                     |2025-06-27 11:28:32.330 -0300|2025-06-27 11:28:32.330 -0300|
|453|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |132                     |2025-06-27 11:28:32.595 -0300|2025-06-27 11:28:32.595 -0300|
|454|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |133                     |2025-06-27 11:28:32.862 -0300|2025-06-27 11:28:32.862 -0300|
|455|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |134                     |2025-06-27 11:28:33.121 -0300|2025-06-27 11:28:33.121 -0300|
|456|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |135                     |2025-06-27 11:43:30.833 -0300|2025-06-27 11:43:30.833 -0300|
|457|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |136                     |2025-06-27 11:43:31.087 -0300|2025-06-27 11:43:31.087 -0300|
|458|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |137                     |2025-06-27 11:43:31.337 -0300|2025-06-27 11:43:31.337 -0300|
|459|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |138                     |2025-07-01 18:18:08.725 -0300|2025-07-01 18:18:08.725 -0300|
|460|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |139                     |2025-07-01 18:18:08.965 -0300|2025-07-01 18:18:08.965 -0300|
|461|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |140                     |2025-07-01 18:18:09.205 -0300|2025-07-01 18:18:09.205 -0300|
|462|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |141                     |2025-07-01 18:18:09.426 -0300|2025-07-01 18:18:09.426 -0300|
|463|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |142                     |2025-07-01 18:18:09.685 -0300|2025-07-01 18:18:09.685 -0300|
|464|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |143                     |2025-07-01 18:18:09.914 -0300|2025-07-01 18:18:09.914 -0300|
|465|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |144                     |2025-07-01 19:04:57.832 -0300|2025-07-01 19:04:57.832 -0300|
|466|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |145                     |2025-07-01 19:04:58.308 -0300|2025-07-01 19:04:58.308 -0300|
|467|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |146                     |2025-07-01 19:04:58.958 -0300|2025-07-01 19:04:58.958 -0300|
|468|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |147                     |2025-07-01 19:04:59.252 -0300|2025-07-01 19:04:59.252 -0300|
|469|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |148                     |2025-07-01 19:04:59.826 -0300|2025-07-01 19:04:59.826 -0300|
|470|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |149                     |2025-07-01 19:05:00.399 -0300|2025-07-01 19:05:00.399 -0300|
|471|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |150                     |2025-07-01 19:26:02.675 -0300|2025-07-01 19:26:02.675 -0300|
|472|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |151                     |2025-07-01 19:26:02.970 -0300|2025-07-01 19:26:02.970 -0300|
|473|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |152                     |2025-07-01 19:26:03.257 -0300|2025-07-01 19:26:03.257 -0300|
|474|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |153                     |2025-07-01 19:26:03.511 -0300|2025-07-01 19:26:03.511 -0300|
|475|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |154                     |2025-07-02 10:44:34.532 -0300|2025-07-02 10:44:34.532 -0300|
|476|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |155                     |2025-07-02 10:44:34.793 -0300|2025-07-02 10:44:34.793 -0300|
|477|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |156                     |2025-07-02 11:10:12.646 -0300|2025-07-02 11:10:12.646 -0300|
|478|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |157                     |2025-07-02 11:10:12.885 -0300|2025-07-02 11:10:12.885 -0300|
|479|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |158                     |2025-07-02 11:36:08.290 -0300|2025-07-02 11:36:08.290 -0300|
|480|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |159                     |2025-07-02 11:36:08.551 -0300|2025-07-02 11:36:08.551 -0300|
|481|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |160                     |2025-07-02 11:36:08.781 -0300|2025-07-02 11:36:08.781 -0300|
|482|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |161                     |2025-07-02 11:36:08.990 -0300|2025-07-02 11:36:08.990 -0300|
|483|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |162                     |2025-07-02 11:55:25.911 -0300|2025-07-02 11:55:25.911 -0300|
|484|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |163                     |2025-07-02 11:55:26.156 -0300|2025-07-02 11:55:26.156 -0300|
|485|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |164                     |2025-07-02 11:55:26.371 -0300|2025-07-02 11:55:26.371 -0300|
|486|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |165                     |2025-07-02 11:55:26.599 -0300|2025-07-02 11:55:26.599 -0300|
|487|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |166                     |2025-07-02 11:55:26.822 -0300|2025-07-02 11:55:26.822 -0300|
|488|-                                                  |           |Bem-vindo a foodtest                               |                   |167                     |2025-07-11 14:10:04.414 -0300|2025-07-11 14:10:04.414 -0300|
|489|-                                                  |           |Bem-vindo a foodtest                               |                   |168                     |2025-07-11 14:10:04.779 -0300|2025-07-11 14:10:04.779 -0300|
|490|-                                                  |           |Bem-vindo a foodtest                               |                   |169                     |2025-07-11 14:10:05.142 -0300|2025-07-11 14:10:05.142 -0300|
|491|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |170                     |2025-07-11 14:23:08.135 -0300|2025-07-11 14:23:08.135 -0300|
|492|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |171                     |2025-07-11 14:23:08.486 -0300|2025-07-11 14:23:08.486 -0300|
|493|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |172                     |2025-07-11 14:23:08.766 -0300|2025-07-11 14:23:08.766 -0300|
|494|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |173                     |2025-07-11 14:23:09.142 -0300|2025-07-11 14:23:09.142 -0300|
|495|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |174                     |2025-07-11 14:23:09.483 -0300|2025-07-11 14:23:09.483 -0300|
|496|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |175                     |2025-07-14 15:06:33.161 -0300|2025-07-14 15:06:33.161 -0300|
|497|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |176                     |2025-07-14 15:06:33.450 -0300|2025-07-14 15:06:33.450 -0300|
|498|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |177                     |2025-07-14 15:06:33.716 -0300|2025-07-14 15:06:33.716 -0300|
|499|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |178                     |2025-07-14 15:14:08.960 -0300|2025-07-14 15:14:08.960 -0300|
|500|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |181                     |2025-07-14 15:25:01.425 -0300|2025-07-14 15:25:01.425 -0300|
|504|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |189                     |2025-07-16 12:31:52.002 -0300|2025-07-16 12:31:52.002 -0300|
|505|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |190                     |2025-07-16 12:38:30.446 -0300|2025-07-16 12:38:30.446 -0300|
|506|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |191                     |2025-07-16 12:38:30.790 -0300|2025-07-16 12:38:30.790 -0300|
|507|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |192                     |2025-07-16 14:31:48.674 -0300|2025-07-16 14:31:48.674 -0300|
|508|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |193                     |2025-07-16 14:41:56.806 -0300|2025-07-16 14:41:56.806 -0300|
|509|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |194                     |2025-07-16 14:41:57.060 -0300|2025-07-16 14:41:57.060 -0300|
|510|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |195                     |2025-07-16 14:41:57.308 -0300|2025-07-16 14:41:57.308 -0300|
|511|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |196                     |2025-07-17 15:05:46.134 -0300|2025-07-17 15:05:46.134 -0300|
|512|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |197                     |2025-07-17 15:05:46.397 -0300|2025-07-17 15:05:46.397 -0300|
|513|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |198                     |2025-07-17 15:05:46.665 -0300|2025-07-17 15:05:46.665 -0300|
|514|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |199                     |2025-07-17 15:05:47.004 -0300|2025-07-17 15:05:47.004 -0300|
|515|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |200                     |2025-07-17 15:05:47.004 -0300|2025-07-17 15:26:12.325 -0300|
|516|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |201                     |2025-07-17 15:05:47.004 -0300|2025-07-17 15:30:54.692 -0300|
|517|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |202                     |2025-07-22 17:18:08.580 -0300|2025-07-22 17:18:08.580 -0300|
|518|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |203                     |2025-07-22 17:18:08.814 -0300|2025-07-22 17:18:08.814 -0300|
|519|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |204                     |2025-07-24 14:26:38.193 -0300|2025-07-24 14:26:38.193 -0300|
|520|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |205                     |2025-07-24 14:26:38.458 -0300|2025-07-24 14:26:38.458 -0300|
|521|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |206                     |2025-07-24 14:26:38.719 -0300|2025-07-24 14:26:38.719 -0300|
|522|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |207                     |2025-07-24 14:52:18.843 -0300|2025-07-24 14:52:18.843 -0300|
|523|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |208                     |2025-07-24 14:52:18.843 -0300|2025-07-24 15:16:27.860 -0300|
|524|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |209                     |2025-07-24 14:52:18.843 -0300|2025-07-24 15:37:11.700 -0300|
|525|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |210                     |2025-07-24 14:52:18.843 -0300|2025-07-24 16:08:43.135 -0300|
|526|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |211                     |2025-07-24 14:52:18.843 -0300|2025-07-24 16:23:41.532 -0300|
|527|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |212                     |2025-07-24 14:52:18.843 -0300|2025-07-24 17:39:19.149 -0300|
|528|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |213                     |2025-07-24 14:52:18.843 -0300|2025-07-24 17:39:19.408 -0300|
|529|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |214                     |2025-07-24 14:52:18.843 -0300|2025-07-28 18:07:55.683 -0300|
|530|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |215                     |2025-07-24 14:52:18.843 -0300|2025-07-28 18:07:55.938 -0300|
|531|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |216                     |2025-07-24 14:52:18.843 -0300|2025-07-28 18:07:56.195 -0300|
|532|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |217                     |2025-07-24 14:52:18.843 -0300|2025-07-28 18:25:04.295 -0300|
|533|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |218                     |2025-07-24 14:52:18.843 -0300|2025-07-28 18:25:04.639 -0300|
|534|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |219                     |2025-07-24 14:52:18.843 -0300|2025-07-28 18:25:04.982 -0300|
|535|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |220                     |2025-07-24 14:52:18.843 -0300|2025-07-28 18:25:05.302 -0300|
|536|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |221                     |2025-07-16 14:41:57.308 -0300|2025-07-29 17:56:10.208 -0300|
|537|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |222                     |2025-07-24 14:52:18.843 -0300|2025-07-29 18:10:15.935 -0300|
|538|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |223                     |2025-07-24 14:52:18.843 -0300|2025-07-29 18:10:16.215 -0300|
|539|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |224                     |2025-07-24 14:52:18.843 -0300|2025-07-29 18:10:16.501 -0300|
|540|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |225                     |2025-07-24 14:52:18.843 -0300|2025-07-29 18:10:16.764 -0300|
|542|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |227                     |2025-07-24 14:52:18.843 -0300|2025-07-31 13:50:00.714 -0300|
|543|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |228                     |2025-07-24 14:52:18.843 -0300|2025-07-31 14:18:38.867 -0300|
|545|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |230                     |2025-07-24 14:52:18.843 -0300|2025-08-04 14:35:21.305 -0300|
|546|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |231                     |2025-07-24 14:52:18.843 -0300|2025-08-04 14:35:21.573 -0300|
|547|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |232                     |2025-07-24 14:52:18.843 -0300|2025-08-04 14:35:21.823 -0300|
|548|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |233                     |2025-07-24 14:52:18.843 -0300|2025-08-04 14:35:22.085 -0300|
|549|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |234                     |2025-07-24 14:52:18.843 -0300|2025-08-04 15:01:05.427 -0300|
|550|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |235                     |2025-07-24 14:52:18.843 -0300|2025-08-04 15:01:05.687 -0300|
|556|Pesquisa de mercado Água Tônica                    |           |Pesquisa de mercado Água Tônica                    |                   |241                     |2025-02-10 17:00:25.016 -0300|2025-08-04 15:38:28.045 -0300|
|559|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |244                     |2025-06-25 15:17:05.027 -0300|2025-08-04 17:00:46.963 -0300|
|562|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |247                     |2025-06-25 15:17:05.027 -0300|2025-08-07 17:35:24.863 -0300|
|563|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |248                     |2025-06-25 15:17:05.027 -0300|2025-08-07 17:35:25.129 -0300|
|564|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |249                     |2025-06-25 15:17:05.027 -0300|2025-08-08 11:57:15.011 -0300|
|565|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |250                     |2025-06-25 15:17:05.027 -0300|2025-08-08 12:09:11.126 -0300|
|566|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |251                     |2025-06-25 15:17:05.027 -0300|2025-08-08 12:24:55.996 -0300|
|567|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |252                     |2025-06-25 15:17:05.027 -0300|2025-08-08 12:31:33.290 -0300|
|568|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |253                     |2025-06-25 15:17:05.027 -0300|2025-08-08 12:35:55.873 -0300|
|569|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |254                     |2025-06-25 15:17:05.027 -0300|2025-08-12 17:32:47.274 -0300|
|570|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |255                     |2025-06-25 15:17:05.027 -0300|2025-08-12 17:38:28.247 -0300|
|571|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |256                     |2025-06-25 15:17:05.027 -0300|2025-08-12 17:38:28.689 -0300|
|572|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |257                     |2025-06-25 15:17:05.027 -0300|2025-08-12 17:46:45.536 -0300|
|573|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |258                     |2025-06-25 15:17:05.027 -0300|2025-08-12 17:51:15.634 -0300|
|574|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |259                     |2025-06-25 15:17:05.027 -0300|2025-08-12 17:51:15.898 -0300|
|575|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |260                     |2025-06-25 15:17:05.027 -0300|2025-09-16 16:08:21.753 -0300|
|576|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |261                     |2025-06-25 15:17:05.027 -0300|2025-09-16 16:08:22.010 -0300|
|577|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |262                     |2025-06-25 15:17:05.027 -0300|2025-09-16 16:14:51.007 -0300|
|578|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |263                     |2025-06-25 15:17:05.027 -0300|2025-09-16 16:22:01.243 -0300|
|579|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |264                     |2025-06-25 15:17:05.027 -0300|2025-09-16 16:22:01.509 -0300|
|580|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |265                     |2025-06-25 15:17:05.027 -0300|2025-09-16 16:22:01.760 -0300|
|581|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |266                     |2025-06-25 15:17:05.027 -0300|2025-09-16 16:36:24.304 -0300|
|582|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |267                     |2025-06-25 15:17:05.027 -0300|2025-09-22 14:15:16.919 -0300|
|583|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |268                     |2025-06-25 15:17:05.027 -0300|2025-09-22 14:20:48.596 -0300|
|584|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |269                     |2025-06-25 15:17:05.027 -0300|2025-09-22 14:20:48.849 -0300|
|585|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |270                     |2025-06-25 15:17:05.027 -0300|2025-09-22 14:28:20.274 -0300|
|586|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |271                     |2025-06-25 15:17:05.027 -0300|2025-09-22 14:44:49.413 -0300|
|587|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |272                     |2025-06-25 15:17:05.027 -0300|2025-09-22 15:38:35.800 -0300|
|588|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |273                     |2025-06-25 15:17:05.027 -0300|2025-09-22 15:43:40.778 -0300|
|589|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |274                     |2025-06-25 15:17:05.027 -0300|2025-09-22 15:43:41.023 -0300|
|590|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |275                     |2025-06-25 15:17:05.027 -0300|2025-09-22 15:43:41.273 -0300|
|591|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |276                     |2025-06-25 15:17:05.027 -0300|2025-09-22 15:43:41.508 -0300|
|592|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |277                     |2025-06-25 15:17:05.027 -0300|2025-09-23 18:07:33.255 -0300|
|593|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |278                     |2025-06-25 15:17:05.027 -0300|2025-09-25 15:45:16.426 -0300|
|594|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |279                     |2025-06-25 15:17:05.027 -0300|2025-09-25 15:52:08.441 -0300|
|595|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |280                     |2025-06-25 15:17:05.027 -0300|2025-09-25 16:29:24.522 -0300|
|596|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |281                     |2025-06-25 15:17:05.027 -0300|2025-09-25 16:33:31.224 -0300|
|597|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |282                     |2025-06-25 15:17:05.027 -0300|2025-09-25 16:39:03.350 -0300|
|598|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |283                     |2025-06-25 15:17:05.027 -0300|2025-09-25 16:39:03.715 -0300|
|599|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |284                     |2025-06-25 15:17:05.027 -0300|2025-09-29 18:36:13.438 -0300|
|600|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |285                     |2025-06-25 15:17:05.027 -0300|2025-09-29 18:37:50.706 -0300|
|601|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |286                     |2025-06-25 15:17:05.027 -0300|2025-09-29 18:45:23.358 -0300|
|602|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |287                     |2025-06-25 15:17:05.027 -0300|2025-09-29 18:47:04.293 -0300|
|603|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |288                     |2025-06-25 15:17:05.027 -0300|2025-09-29 18:47:04.576 -0300|
|604|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |289                     |2025-06-25 15:17:05.027 -0300|2025-09-29 18:47:04.873 -0300|
|605|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |290                     |2025-06-25 15:17:05.027 -0300|2025-10-01 17:19:50.508 -0300|
|606|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |291                     |2025-06-25 15:17:05.027 -0300|2025-10-01 17:26:28.333 -0300|
|607|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |292                     |2025-06-25 15:17:05.027 -0300|2025-10-01 17:26:28.591 -0300|
|608|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |293                     |2025-06-25 15:17:05.027 -0300|2025-10-01 17:26:28.848 -0300|
|609|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |294                     |2025-06-25 15:17:05.027 -0300|2025-10-02 16:19:57.592 -0300|
|610|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |295                     |2025-06-25 15:17:05.027 -0300|2025-10-02 16:35:06.391 -0300|
|611|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |296                     |2025-06-25 15:17:05.027 -0300|2025-10-02 16:40:52.089 -0300|
|612|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |297                     |2025-06-25 15:17:05.027 -0300|2025-10-03 15:20:54.867 -0300|
|613|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |298                     |2025-06-25 15:17:05.027 -0300|2025-10-03 15:20:55.119 -0300|
|614|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |299                     |2025-06-25 15:17:05.027 -0300|2025-10-03 15:20:55.372 -0300|
|615|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |300                     |2025-06-25 15:17:05.027 -0300|2025-10-03 15:35:16.059 -0300|
|616|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |301                     |2025-06-25 15:17:05.027 -0300|2025-10-03 15:35:16.349 -0300|
|618|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |303                     |2025-06-26 17:19:20.945 -0300|2025-10-16 17:19:15.061 -0300|
|619|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |304                     |2025-06-25 15:17:05.027 -0300|2025-10-16 17:26:16.841 -0300|
|620|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |305                     |2025-06-25 15:17:05.027 -0300|2025-10-16 17:26:17.102 -0300|
|621|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |306                     |2025-06-26 17:19:20.945 -0300|2025-10-16 17:48:44.339 -0300|
|622|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |307                     |2025-06-25 15:17:05.027 -0300|2025-10-16 17:54:21.309 -0300|
|623|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |308                     |2025-07-01 19:04:58.958 -0300|2025-10-16 18:04:49.726 -0300|
|625|Bem-vindo(a) a foodtest!                           |           |Bem-vindo(a) a foodtest!                           |                   |310                     |2025-02-10 17:00:25.016 -0300|2025-10-16 19:14:25.904 -0300|
|626|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |311                     |2025-06-26 17:19:20.945 -0300|2025-10-20 16:59:36.255 -0300|
|551|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |236                     |2025-02-10 17:00:25.016 -0300|2025-10-20 17:00:37.620 -0300|
|544|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |229                     |2025-02-10 17:00:25.016 -0300|2025-10-20 17:00:54.871 -0300|
|552|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |237                     |2025-02-10 17:00:25.016 -0300|2025-10-20 17:01:11.425 -0300|
|553|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |238                     |2025-02-10 17:00:25.016 -0300|2025-10-20 17:01:29.297 -0300|
|554|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |239                     |2025-02-10 17:00:25.016 -0300|2025-10-20 17:01:50.906 -0300|
|555|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |240                     |2025-02-10 17:00:25.016 -0300|2025-10-20 17:02:11.140 -0300|
|557|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |242                     |2025-02-10 17:00:25.016 -0300|2025-10-20 17:02:28.012 -0300|
|558|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |243                     |2025-02-10 17:00:25.016 -0300|2025-10-20 17:02:44.348 -0300|
|624|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |309                     |2025-02-10 17:00:25.016 -0300|2025-10-20 17:03:16.490 -0300|
|627|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |312                     |2025-06-25 15:17:05.027 -0300|2026-01-29 10:44:09.406 -0300|
|628|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |313                     |2025-06-25 15:17:05.027 -0300|2026-01-29 10:44:09.672 -0300|
|629|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |314                     |2025-06-25 15:17:05.027 -0300|2026-01-29 11:39:58.648 -0300|
|630|-                                                  |           |-                                                  |328                |                        |2026-01-29 12:05:57.598 -0300|2026-01-29 12:05:57.598 -0300|
|631|Bem-vindo(a) a foodtest!                           |           |-                                                  |                   |315                     |2025-06-25 15:17:05.027 -0300|2026-01-30 14:52:49.977 -0300|
|632|-                                                  |           |-                                                  |329                |                        |2026-01-30 15:03:12.837 -0300|2026-01-30 15:03:12.837 -0300|
